Date,Open,High,Low,Close,Volume
10-Dec-15,29.60,30.23,29.45,29.68,1447200
9-Dec-15,30.01,30.18,29.25,29.29,2853200
8-Dec-15,30.12,30.20,29.81,29.92,1537300
7-Dec-15,30.15,30.67,29.98,30.12,1533900
4-Dec-15,29.89,30.30,29.60,29.95,1391800
3-Dec-15,30.21,30.81,30.09,30.09,4979400
2-Dec-15,29.51,30.14,29.07,30.00,2774500
1-Dec-15,30.26,30.26,29.51,29.73,2232100
30-Nov-15,29.00,30.76,28.98,30.40,4472800
27-Nov-15,29.13,29.48,28.93,29.24,1312600
26-Nov-15,29.21,29.54,28.59,29.35,1402900
25-Nov-15,29.25,29.76,28.83,29.36,1731700
24-Nov-15,29.66,29.85,29.04,29.59,1147300
23-Nov-15,29.13,29.69,28.93,29.50,3646900
19-Nov-15,29.00,29.19,28.76,29.15,1947000
18-Nov-15,29.00,29.00,28.55,28.74,1801500
17-Nov-15,29.24,29.40,28.53,28.72,1748500
16-Nov-15,28.47,29.10,28.09,28.84,1890900
13-Nov-15,27.55,28.55,27.18,28.38,2040800
12-Nov-15,27.81,28.12,27.38,27.39,2103400
11-Nov-15,27.57,28.52,27.57,27.81,2098400
10-Nov-15,27.47,27.98,27.30,27.75,957900
9-Nov-15,28.30,28.58,27.55,27.75,952700
6-Nov-15,28.40,28.61,27.83,28.11,1246600
5-Nov-15,28.30,28.78,28.21,28.57,1110300
4-Nov-15,29.43,29.90,28.20,28.30,1894800
3-Nov-15,28.30,29.48,28.24,29.42,2901200
30-Oct-15,28.05,28.98,27.95,28.28,1838600
29-Oct-15,27.50,28.60,27.50,28.04,1875900
28-Oct-15,27.76,28.06,27.29,27.82,2621900
27-Oct-15,26.57,27.95,26.14,27.85,2632900
26-Oct-15,27.35,27.36,26.41,26.58,1707500
23-Oct-15,27.94,27.94,27.06,27.21,1969900
22-Oct-15,26.68,26.99,26.42,26.93,1813900
21-Oct-15,26.36,27.02,26.36,26.55,1127600
20-Oct-15,26.45,26.67,26.12,26.40,1094400
19-Oct-15,26.60,26.79,26.17,26.45,1134200
16-Oct-15,25.91,26.60,25.74,26.45,1681900
15-Oct-15,25.31,25.96,25.06,25.91,1558500
14-Oct-15,25.65,26.14,25.08,25.08,5585600
13-Oct-15,26.00,26.38,25.66,25.66,1772400
